0,2.3931902168646007
1,2.3989525748023444
2,2.404782806086924
3,2.410681421631223
4,2.416648931341839
5,2.4226858440202887
6,2.4287926672630076
7,2.434969907360148
8,2.44121806919318
9,2.4475376561313062
10,2.4539291699266963
11,2.4603931106085595
12,2.466929976376047
13,2.473540263490013
14,2.480224466163632
15,2.4869830764518883
16,2.4938165841399496
17,2.500725476630434
18,2.507710238829583
19,2.5147713530323594
20,2.5219092988064697
21,2.5291245528753423
22,2.536417589000062
23,2.543788877860282
24,2.551238886934124
25,2.558768080377094
26,2.5663769189000116
27,2.5740658596459856
28,2.5818353560664464
29,2.589685857796252
30,2.5976178105278893
31,2.6056316558847894
32,2.61372783129377
33,2.6219067698566376
34,2.630168900220953
35,2.6385146464499982
36,2.6469444278919507
37,2.655458659048301
38,2.6640577494415236
39,2.6727421034820322
40,2.6815121203344425
41,2.6903681937831596
42,2.6993107120973217
43,2.708340057895125
44,2.7174566080075464
45,2.726660733341504
46,2.7359527987424666
47,2.745333162856556
