0,2.393
1,2.399
2,2.405
3,2.411
4,2.417
5,2.423
6,2.429
7,2.435
8,2.441
9,2.448
10,2.454
11,2.460
12,2.467
13,2.474
14,2.480
15,2.487
16,2.494
17,2.501
18,2.508
19,2.515
20,2.522
21,2.529
22,2.536
23,2.544
24,2.551
25,2.559
26,2.566
27,2.574
28,2.582
29,2.590
30,2.598
31,2.606
32,2.614
33,2.622
34,2.630
35,2.639
36,2.647
37,2.655
38,2.664
39,2.673
40,2.682
41,2.690
42,2.699
43,2.708
44,2.717
45,2.727
46,2.736
47,2.745
48,2.755
49,2.764
50,2.774
51,2.784
52,2.794
53,2.803
54,2.813
55,2.824
56,2.834
57,2.844
58,2.854
59,2.865
60,2.875
61,2.886
62,2.897
63,2.908
64,2.919
65,2.930
66,2.941
67,2.952
68,2.963
69,2.975
70,2.986
71,2.998
72,3.009
73,3.021
74,3.033
75,3.045
76,3.057
77,3.069
78,3.082
79,3.094
80,3.106
81,3.119
82,3.132
83,3.144
84,3.157
85,3.170
86,3.183
87,3.196
88,3.209
89,3.223
90,3.236
91,3.250
92,3.263
93,3.277
94,3.291
95,3.305
96,3.319
97,3.333
98,3.347
99,3.361
100,3.375
101,3.390
102,3.404
103,3.419
104,3.434
105,3.449
106,3.464
107,3.479
108,3.494
109,3.509
110,3.524
111,3.540
112,3.555
113,3.571
114,3.586
115,3.602
116,3.618
117,3.634
118,3.650
119,3.666
120,3.682
121,3.698
122,3.715
123,3.731
124,3.748
125,3.764
126,3.781
127,3.798
128,3.815
129,3.832
130,3.849
131,3.866
132,3.883
133,3.900
134,3.918
135,3.935
136,3.953
137,3.970
138,3.988
139,4.006
140,4.024
141,4.042
142,4.060
143,4.078
144,4.096
145,4.114
146,4.132
147,4.151
148,4.169
149,4.188
150,4.206
151,4.225
152,4.244
153,4.262
154,4.281
155,4.300
156,4.319
157,4.338
158,4.357
159,4.376
160,4.395
161,4.415
162,4.434
163,4.453
164,4.473
165,4.492
166,4.511
167,4.531
168,4.551
169,4.570
170,4.590
171,4.610
172,4.629
173,4.649
174,4.669
175,4.689
176,4.709
177,4.729
178,4.749
179,4.769
180,4.789
181,4.809
182,4.829
183,4.849
184,4.869
185,4.890
186,4.910
187,4.930
188,4.950
189,4.971
190,4.991
191,5.011
192,5.032
193,5.052
194,5.072
195,5.093
196,5.113
197,5.133
198,5.154
199,5.174
200,5.195
201,5.215
202,5.235
203,5.256
204,5.276
205,5.296
206,5.317
207,5.337
208,5.357
209,5.378
210,5.398
211,5.418
212,5.439
213,5.459
214,5.479
215,5.499
216,5.519
217,5.539
218,5.560
219,5.580
220,5.600
221,5.620
222,5.640
223,5.660
224,5.679
225,5.699
226,5.719
227,5.739
228,5.758
229,5.778
230,5.798
231,5.817
232,5.837
233,5.856
234,5.875
235,5.895
236,5.914
237,5.933
238,5.952
239,5.971
240,5.990
241,6.009
242,6.028
243,6.047
244,6.065
245,6.084
246,6.102
247,6.121
248,6.139
249,6.157
250,6.175
251,6.193
252,6.211
253,6.229
254,6.247
255,6.265
256,6.282
257,6.300
258,6.317
259,6.334
260,6.351
261,6.368
262,6.385
263,6.402
264,6.419
265,6.435
266,6.452
267,6.468
268,6.484
269,6.500
270,6.516
271,6.532
272,6.548
273,6.563
274,6.579
275,6.594
276,6.609
277,6.624
278,6.639
279,6.654
280,6.668
281,6.683
282,6.697
283,6.711
284,6.725
285,6.739
286,6.752
287,6.766
288,6.779
289,6.792
290,6.805
291,6.818
292,6.831
293,6.844
294,6.856
295,6.868
296,6.880
297,6.892
298,6.904
299,6.915
300,6.927
301,6.938
302,6.949
303,6.959
304,6.970
305,6.981
306,6.991
307,7.001
308,7.011
309,7.021
310,7.030
311,7.039
312,7.049
313,7.057
314,7.066
315,7.075
316,7.083
317,7.091
318,7.099
319,7.107
320,7.115
321,7.122
322,7.129
323,7.136
324,7.143
325,7.150
326,7.156
327,7.162
328,7.168
329,7.174
330,7.180
331,7.185
332,7.190
333,7.195
334,7.200
335,7.204
336,7.209
337,7.213
338,7.217
339,7.220
340,7.224
341,7.227
342,7.230
343,7.233
344,7.236
345,7.238
346,7.240
347,7.242
348,7.244
349,7.246
350,7.247
351,7.248
352,7.249
353,7.250
354,7.250
355,7.251
356,7.251
357,7.251
358,7.250
359,7.250
360,7.249
361,7.248
362,7.247
363,7.245
364,7.243
365,7.242
366,7.239
367,7.237
368,7.235
369,7.232
370,7.229
371,7.226
372,7.222
373,7.219
374,7.215
375,7.211
376,7.207
377,7.203
378,7.198
379,7.193
380,7.188
381,7.183
382,7.177
383,7.172
384,7.166
385,7.160
386,7.153
387,7.147
388,7.140
389,7.133
390,7.126
391,7.119
392,7.112
393,7.104
394,7.096
395,7.088
396,7.080
397,7.071
398,7.063
399,7.054
400,7.045
401,7.035
402,7.026
403,7.016
404,7.007
405,6.997
406,6.986
407,6.976
408,6.966
409,6.955
410,6.944
411,6.933
412,6.922
413,6.910
414,6.899
415,6.887
416,6.875
417,6.863
418,6.851
419,6.838
420,6.826
421,6.813
422,6.800
423,6.787
424,6.774
425,6.760
426,6.747
427,6.733
428,6.719
429,6.705
430,6.691
431,6.676
432,6.662
433,6.647
434,6.633
435,6.618
436,6.603
437,6.587
438,6.572
439,6.557
440,6.541
441,6.525
442,6.509
443,6.493
444,6.477
445,6.461
446,6.445
447,6.428
448,6.412
449,6.395
450,6.378
451,6.361
452,6.344
453,6.327
454,6.310
455,6.292
456,6.275
457,6.257
458,6.239
459,6.222
460,6.204
461,6.186
462,6.168
463,6.150
464,6.131
465,6.113
466,6.094
467,6.076
468,6.057
469,6.039
470,6.020
471,6.001
472,5.982
473,5.963
474,5.944
475,5.925
476,5.906
477,5.887
478,5.867
479,5.848
480,5.828
481,5.809
482,5.789
483,5.770
484,5.750
485,5.730
486,5.711
487,5.691
488,5.671
489,5.651
490,5.631
491,5.611
492,5.591
493,5.571
494,5.551
495,5.531
496,5.511
497,5.491
498,5.470
499,5.450
500,5.430
501,5.410
502,5.389
503,5.369
504,5.349
505,5.328
506,5.308
507,5.288
508,5.267
509,5.247
510,5.227
511,5.206
512,5.186
513,5.165
514,5.145
515,5.125
516,5.104
517,5.084
518,5.064
519,5.043
520,5.023
521,5.003
522,4.982
523,4.962
524,4.942
525,4.921
526,4.901
527,4.881
528,4.861
529,4.841
530,4.821
531,4.800
532,4.780
533,4.760
534,4.740
535,4.720
536,4.700
537,4.680
538,4.661
539,4.641
540,4.621
541,4.601
542,4.581
543,4.562
544,4.542
545,4.523
546,4.503
547,4.484
548,4.464
549,4.445
550,4.426
551,4.406
552,4.387
553,4.368
554,4.349
555,4.330
556,4.311
557,4.292
558,4.273
559,4.254
560,4.236
561,4.217
562,4.198
563,4.180
564,4.161
565,4.143
566,4.125
567,4.106
568,4.088
569,4.070
570,4.052
571,4.034
572,4.016
573,3.998
574,3.981
575,3.963
576,3.945
577,3.928
578,3.910
579,3.893
580,3.876
581,3.859
582,3.842
583,3.824
584,3.808
585,3.791
586,3.774
587,3.757
588,3.741
589,3.724
590,3.708
591,3.691
592,3.675
593,3.659
594,3.643
595,3.627
596,3.611
597,3.595
598,3.580
599,3.564
600,3.548
601,3.533
602,3.518
603,3.502
604,3.487
605,3.472
606,3.457
607,3.442
608,3.427
609,3.413
610,3.398
611,3.384
612,3.369
613,3.355
614,3.341
615,3.327
616,3.313
617,3.299
618,3.285
619,3.271
620,3.257
621,3.244
622,3.230
623,3.217
624,3.204
625,3.191
626,3.177
627,3.164
628,3.152
629,3.139
630,3.126
631,3.114
632,3.101
633,3.089
634,3.076
635,3.064
636,3.052
637,3.040
638,3.028
639,3.016
640,3.004
641,2.993
642,2.981
643,2.970
644,2.958
645,2.947
646,2.936
647,2.925
648,2.914
649,2.903
650,2.892
651,2.882
652,2.871
653,2.860
654,2.850
655,2.840
656,2.829
657,2.819
658,2.809
659,2.799
660,2.789
661,2.780
662,2.770
663,2.760
664,2.751
665,2.741
666,2.732
667,2.723
668,2.714
669,2.704
